chart_id,slug,title,url,has_map_tab,max_time,min_time,default_tab,is_published,entity_type,single_year_data,len_years,has_timeline
754,access-to-basic-services,Share of the population with access to basic services,https://ourworldindata.org/grapher/access-to-basic-services,No,2023,1990,,True,,No,34,Yes
755,share-of-individuals-using-the-internet,Share of the population using the Internet,https://ourworldindata.org/grapher/share-of-individuals-using-the-internet?tab=map,Yes,2023,1990,map,True,,No,52,Yes
757,men-weight-categories,"Share of men defined as underweight, healthy, overweight and obese",https://ourworldindata.org/grapher/men-weight-categories,No,2014,1975,,True,,No,40,Yes
758,share-of-women-defined-as-underweight-healthy-overweight-or-obese,"Share of women defined as underweight, healthy, overweight or obese",https://ourworldindata.org/grapher/share-of-women-defined-as-underweight-healthy-overweight-or-obese,No,2014,1975,,True,,No,40,Yes
761,vaccination-coverage-dpt-by-extreme-poverty,Vaccination coverage vs. share in extreme poverty,https://ourworldindata.org/grapher/vaccination-coverage-dpt-by-extreme-poverty,No,2025,0,,True,,No,257,Yes
762,number-of-maternal-deaths,Number of maternal deaths,https://ourworldindata.org/grapher/number-of-maternal-deaths?tab=map,Yes,2023,1985,map,True,,No,39,Yes
763,births-registered,Share of births registered,https://ourworldindata.org/grapher/births-registered?tab=map,Yes,2023,2000,map,True,,No,24,Yes
765,birth-rate-vs-death-rate,Birth rate vs. death rate,https://ourworldindata.org/grapher/birth-rate-vs-death-rate,No,2023,1950,,True,,No,74,Yes
767,international-tourist-trips,International tourist trips,https://ourworldindata.org/grapher/international-tourist-trips?tab=map,Yes,2022,1995,map,True,,No,28,Yes
768,cereal-yield,Cereal yields,https://ourworldindata.org/grapher/cereal-yield?tab=map,Yes,2023,1961,map,True,,No,63,Yes
769,share-of-women-who-are-smoking,Share of women who smoke or use tobacco,https://ourworldindata.org/grapher/share-of-women-who-are-smoking?tab=map,Yes,2022,2000,map,True,,No,8,Yes
771,comparing-the-share-of-men-and-women-who-are-smoking,Smoking and tobacco use in men vs. women,https://ourworldindata.org/grapher/comparing-the-share-of-men-and-women-who-are-smoking,No,2023,2000,,True,,No,9,Yes
772,share-of-men-who-are-smoking,Share of men who smoke or use tobacco,https://ourworldindata.org/grapher/share-of-men-who-are-smoking?tab=map,Yes,2022,2000,map,True,,No,8,Yes
773,share-of-adults-who-are-smoking-by-level-of-prosperity,Share of adults who smoke vs. GDP per capita,https://ourworldindata.org/grapher/share-of-adults-who-are-smoking-by-level-of-prosperity,No,2024,0,,True,,No,256,Yes
776,forest-area-as-share-of-land-area,Share of land covered by forest,https://ourworldindata.org/grapher/forest-area-as-share-of-land-area?tab=map,Yes,2025,1000,map,True,,No,120,Yes
779,share-of-the-labor-force-employed-in-agriculture,Share of the labor force employed in agriculture,https://ourworldindata.org/grapher/share-of-the-labor-force-employed-in-agriculture?tab=map,Yes,2019,1300,map,True,,No,38,Yes
780,fertilizer-use-in-kg-per-hectare-of-arable-land,Fertilizer use per hectare of arable land,https://ourworldindata.org/grapher/fertilizer-use-in-kg-per-hectare-of-arable-land?tab=map,Yes,2022,1961,map,True,,No,62,Yes
781,value-added-in-the-agricultural-sector-as-of-gdp-vs-gdp-per-capita,Agriculture as a share of GDP vs. GDP per capita,https://ourworldindata.org/grapher/value-added-in-the-agricultural-sector-as-of-gdp-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
782,employment-in-agriculture-vs-gdp-per-capita,Employment in agriculture vs. GDP per capita,https://ourworldindata.org/grapher/employment-in-agriculture-vs-gdp-per-capita,No,2023,1991,,False,,No,33,Yes
783,share-of-the-population-at-risk-of-catastrophic-expenditure-when-surgical-care-is-required,Share of the population at risk of catastrophic spending  when surgical care is required,https://ourworldindata.org/grapher/share-of-the-population-at-risk-of-catastrophic-expenditure-when-surgical-care-is-required?tab=map,Yes,2022,2003,map,True,,No,20,Yes
784,carbon-emission-intensity-vs-gdp-per-capita,Carbon emission intensity vs. GDP per capita,https://ourworldindata.org/grapher/carbon-emission-intensity-vs-gdp-per-capita,No,2024,1990,,True,,No,35,Yes
785,share-of-land-area-used-for-agriculture,Share of land area used for agriculture,https://ourworldindata.org/grapher/share-of-land-area-used-for-agriculture?tab=map,Yes,2022,1961,,True,,No,62,Yes
787,change-of-cereal-yield-vs-land-used,Change of cereal yield and land used for cereal production,https://ourworldindata.org/grapher/change-of-cereal-yield-vs-land-used,No,2023,1961,,True,,No,63,Yes
789,share-of-land-area-used-for-arable-agriculture,Share of land area used for arable agriculture,https://ourworldindata.org/grapher/share-of-land-area-used-for-arable-agriculture?tab=map,Yes,2022,1961,map,True,,No,62,Yes
790,share-of-children-underweight,Malnutrition: Share of children who are underweight,https://ourworldindata.org/grapher/share-of-children-underweight?tab=map,Yes,2024,1983,map,True,,No,41,Yes
791,extreme-poverty-vs-prevalence-of-underweight-children,Share of children who are underweight vs. share in extreme poverty,https://ourworldindata.org/grapher/extreme-poverty-vs-prevalence-of-underweight-children,No,2025,0,,True,,No,257,Yes
792,share-of-children-with-a-weight-too-low-for-their-height-wasting,Malnutrition: Share of children who are wasted,https://ourworldindata.org/grapher/share-of-children-with-a-weight-too-low-for-their-height-wasting?tab=map,Yes,2024,1983,map,True,,No,41,Yes
794,vitamin-a-supplementation-coverage-rate-children-ages-6-59-months,Share of children receiving vitamin A supplementation,https://ourworldindata.org/grapher/vitamin-a-supplementation-coverage-rate-children-ages-6-59-months?tab=map,Yes,2022,2000,map,True,,No,23,Yes
796,share-of-households-consuming-iodized-salt,Share of households consuming iodized salt,https://ourworldindata.org/grapher/share-of-households-consuming-iodized-salt?tab=map,Yes,2020,1994,map,True,,No,27,Yes
797,children-who-receive-ors,Share of children with diarrhea receiving oral rehydration salts,https://ourworldindata.org/grapher/children-who-receive-ors?tab=map,Yes,2021,1985,map,True,,No,37,Yes
798,prevalence-of-vitamin-a-deficiency-in-children,Share of children who have vitamin A deficiency,https://ourworldindata.org/grapher/prevalence-of-vitamin-a-deficiency-in-children?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
799,prevalence-of-vitamin-a-deficiency-in-pregnant-women,Share of pregnant women who have vitamin A deficiency,https://ourworldindata.org/grapher/prevalence-of-vitamin-a-deficiency-in-pregnant-women?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
800,prevalence-of-night-blindness-in-pre-school-children,Share of children under five who have night blindness,https://ourworldindata.org/grapher/prevalence-of-night-blindness-in-pre-school-children?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
801,prevalence-of-night-blindness-in-pregnant-women,Share of pregnant women who have night blindness,https://ourworldindata.org/grapher/prevalence-of-night-blindness-in-pregnant-women?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
802,area-meadows-and-pastures,Share of land used for permanent meadows and pastures,https://ourworldindata.org/grapher/area-meadows-and-pastures?tab=map,Yes,2022,1961,map,True,,No,62,Yes
803,global-hunger-index,Global Hunger Index,https://ourworldindata.org/grapher/global-hunger-index?tab=map,Yes,2021,2000,map,True,,No,4,Yes
805,antiretroviral-therapy-coverage-among-people-living-with-hiv,Share of people with HIV who receive antiretroviral therapy,https://ourworldindata.org/grapher/antiretroviral-therapy-coverage-among-people-living-with-hiv?tab=map,Yes,2022,2000,map,True,,No,23,Yes
807,incidence-of-hiv-the-share-of-new-infections-among-the-previously-uninfected-population-ages-15-49,"New infections of HIV per 1,000 people",https://ourworldindata.org/grapher/incidence-of-hiv-the-share-of-new-infections-among-the-previously-uninfected-population-ages-15-49?tab=map,Yes,2024,1990,,True,,No,35,Yes
808,number-of-new-hiv-infections-per-year,New HIV infections,https://ourworldindata.org/grapher/number-of-new-hiv-infections-per-year?tab=map,Yes,2024,1990,map,True,,No,35,Yes
809,comparison-of-world-population-projections,"Population, comparison of United Nations projections",https://ourworldindata.org/grapher/comparison-of-world-population-projections,No,2100,1950,,True,,No,151,Yes
810,global-hidden-hunger-index-in-pre-school-children,Hidden Hunger Index in pre-school children,https://ourworldindata.org/grapher/global-hidden-hunger-index-in-pre-school-children?tab=map,Yes,2009,2009,map,True,,Yes,1,Yes
811,prevalence-of-hiv-percentage-of-males-and-females-ages-15-24-infected-with-hiv,Share of young men and women living with HIV,https://ourworldindata.org/grapher/prevalence-of-hiv-percentage-of-males-and-females-ages-15-24-infected-with-hiv,No,2023,0,,True,,No,255,Yes
812,global-prevalence-of-zinc-deficiency,Share of people who have zinc deficiency,https://ourworldindata.org/grapher/global-prevalence-of-zinc-deficiency?tab=map,Yes,2005,1990,map,True,,No,4,Yes
814,hidden-hunger-index-vs-extreme-poverty,Hidden Hunger Index vs. share in extreme poverty,https://ourworldindata.org/grapher/hidden-hunger-index-vs-extreme-poverty,No,2025,0,,True,,No,257,Yes
821,daily-protein-supply-per-capita-vs-gdp-per-capita,Daily protein supply per capita vs. GDP per capita,https://ourworldindata.org/grapher/daily-protein-supply-per-capita-vs-gdp-per-capita,No,2022,1961,,False,,No,62,Yes
823,daily-protein-supply-from-animal-and-plant-based-foods,Daily protein supply from animal and plant-based foods,https://ourworldindata.org/grapher/daily-protein-supply-from-animal-and-plant-based-foods,No,2022,1961,,True,,No,62,Yes
825,daily-protein-supply-of-animal-origin-vs-plant-origin,Daily protein supply of animal origin vs. plant origin,https://ourworldindata.org/grapher/daily-protein-supply-of-animal-origin-vs-plant-origin,No,2023,0,,True,country,No,255,Yes
826,animal-protein-vs-gdp,Protein supply from animal foods vs. GDP per capita,https://ourworldindata.org/grapher/animal-protein-vs-gdp,No,2024,1961,,True,,No,64,Yes
827,women-participating-in-decisionmaking-vs-fertility,Women participating in decision-making vs. children per woman,https://ourworldindata.org/grapher/women-participating-in-decisionmaking-vs-fertility,No,2024,1789,,False,,No,236,Yes
828,global-living-planet-index,Living Planet Index,https://ourworldindata.org/grapher/global-living-planet-index,No,2020,1970,,True,region/group,No,51,Yes
834,share-of-women-among-the-population-living-with-hiv,What share of the population living with HIV are women?,https://ourworldindata.org/grapher/share-of-women-among-the-population-living-with-hiv?tab=map,Yes,2022,1990,map,True,,No,33,Yes
835,coefficient-of-variation-cv-in-per-capita-caloric-intake,Inequality in per capita calorie intake,https://ourworldindata.org/grapher/coefficient-of-variation-cv-in-per-capita-caloric-intake?tab=map,Yes,2020,2000,map,True,,No,21,Yes
836,coefficient-of-variation-in-caloric-consumption-vs-gdp-per-capita,Inequality of food consumption vs. GDP per capita,https://ourworldindata.org/grapher/coefficient-of-variation-in-caloric-consumption-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
838,daily-per-capita-protein-supply-vs-gdp-per-capita,Daily per capita protein supply vs. GDP per capita,https://ourworldindata.org/grapher/daily-per-capita-protein-supply-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
841,daily-per-capita-fat-supply-vs-gdp-per-capita,Daily per capita fat supply vs. GDP per capita,https://ourworldindata.org/grapher/daily-per-capita-fat-supply-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
842,daily-per-capita-supply-of-calories-vs-gdp-per-capita,Daily per capita supply of calories vs. GDP per capita,https://ourworldindata.org/grapher/daily-per-capita-supply-of-calories-vs-gdp-per-capita,No,2024,0,,True,,No,267,Yes
844,share-of-population-with-improved-sanitation-faciltities,Share of the population using at least basic sanitation services,https://ourworldindata.org/grapher/share-of-population-with-improved-sanitation-faciltities?tab=map,Yes,2024,2000,map,True,,No,25,Yes
845,womens-educational-attainment-vs-fertility,Women's educational attainment vs. fertility rate,https://ourworldindata.org/grapher/womens-educational-attainment-vs-fertility,No,2040,0,,True,,No,259,Yes
848,prevalence-of-undernourishment-vs-daily-supply-of-calories,Share of people that are undernourished vs. daily supply of calories,https://ourworldindata.org/grapher/prevalence-of-undernourishment-vs-daily-supply-of-calories,No,2023,1961,,True,,No,63,Yes
849,hubberts-peak-vs-actual-oil-production-in-the-united-states,Hubbert's peak prediction vs. actual oil production in the United States,https://ourworldindata.org/grapher/hubberts-peak-vs-actual-oil-production-in-the-united-states,No,2030,1910,,True,,No,121,Yes
851,world-crude-oil-price-vs-oil-consumption,World crude oil price vs. oil consumption,https://ourworldindata.org/grapher/world-crude-oil-price-vs-oil-consumption,No,2024,0,,True,,No,256,Yes
852,daily-caloric-supply-derived-from-carbohydrates-protein-and-fat,"Daily caloric supply derived from carbohydrates, protein and fat",https://ourworldindata.org/grapher/daily-caloric-supply-derived-from-carbohydrates-protein-and-fat,No,2022,1961,,True,,No,62,Yes
853,share-of-dietary-energy-supply-from-carbohydrates-vs-gdp-per-capita,Share of dietary energy supply from carbohydrates vs. GDP per capita,https://ourworldindata.org/grapher/share-of-dietary-energy-supply-from-carbohydrates-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
855,share-of-dietary-energy-derived-from-protein-vs-gdp-per-capita,Share of dietary energy derived from protein vs. GDP per capita,https://ourworldindata.org/grapher/share-of-dietary-energy-derived-from-protein-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
856,share-of-dietary-energy-supply-from-fats-vs-gdp-per-capita,Share of dietary energy supply from fats vs. GDP per capita,https://ourworldindata.org/grapher/share-of-dietary-energy-supply-from-fats-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
857,incidence-of-child-labor-in-the-united-states-1890-1930,Child labor in the United States,https://ourworldindata.org/grapher/incidence-of-child-labor-in-the-united-states-1890-1930,No,1930,1890,,False,series,No,5,Yes
858,female-labor-force-participation-oecd,Share of women in the workforce,https://ourworldindata.org/grapher/female-labor-force-participation-oecd,No,2016,1890,,True,,No,75,Yes
859,number-of-children-newly-infected-with-hiv,Annual number of children newly infected with HIV,https://ourworldindata.org/grapher/number-of-children-newly-infected-with-hiv?tab=map,Yes,2022,1990,map,True,,No,33,Yes
861,children-living-with-hiv,Children living with HIV,https://ourworldindata.org/grapher/children-living-with-hiv?tab=map,Yes,2022,1990,map,True,,No,33,Yes
863,dietary-composition-by-country,Dietary composition by country,https://ourworldindata.org/grapher/dietary-composition-by-country,No,2022,1961,,True,,No,62,Yes
864,dietary-compositions-by-commodity-group,Dietary compositions by commodity group,https://ourworldindata.org/grapher/dietary-compositions-by-commodity-group,No,2022,1961,,True,,No,62,Yes
865,who-regions,World regions according to the World Health Organization,https://ourworldindata.org/grapher/who-regions?tab=map,Yes,2023,2023,map,True,,Yes,1,Yes
868,agriculture-value-added-per-worker-vs-gdp-per-capita,Agriculture value added per worker vs. GDP per capita,https://ourworldindata.org/grapher/agriculture-value-added-per-worker-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
872,key-crop-yields,Crop yields,https://ourworldindata.org/grapher/key-crop-yields,No,2023,1961,,True,,No,63,Yes
873,ratio-of-female-to-male-labor-force-participation-rates-ilo-wdi,Ratio of female to male labor force participation rates,https://ourworldindata.org/grapher/ratio-of-female-to-male-labor-force-participation-rates-ilo-wdi?tab=map,Yes,2024,1990,map,True,,No,35,Yes
875,female-labor-force-participation-rates-slopes,Proportion of women participating in the labor force,https://ourworldindata.org/grapher/female-labor-force-participation-rates-slopes,No,2023,1960,,True,,No,64,Yes
878,rice-yields,Rice yields,https://ourworldindata.org/grapher/rice-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
879,wheat-yields,Wheat yields,https://ourworldindata.org/grapher/wheat-yields?tab=map,Yes,2023,1275,map,True,,No,84,Yes
880,potato-yields,Potato yields,https://ourworldindata.org/grapher/potato-yields?tab=map,Yes,2023,1705,map,True,,No,72,Yes
881,soybean-yields,Soybean yields,https://ourworldindata.org/grapher/soybean-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
886,sugar-cane-yields,Sugar cane yields,https://ourworldindata.org/grapher/sugar-cane-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
888,rapeseed-yields,Rapeseed yields,https://ourworldindata.org/grapher/rapeseed-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
890,maize-yields,Corn yields,https://ourworldindata.org/grapher/maize-yields?tab=map,Yes,2024,1866,map,True,,No,159,Yes
891,cocoa-bean-yields,Cocoa bean yields,https://ourworldindata.org/grapher/cocoa-bean-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
893,tomato-yields,Tomato yields,https://ourworldindata.org/grapher/tomato-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
912,long-term-energy-transitions,Long-term energy transitions,https://ourworldindata.org/grapher/long-term-energy-transitions,No,2010,1800,,True,,No,211,Yes
913,fertility-and-wanted-fertility,Total fertility rate vs. wanted fertility rate,https://ourworldindata.org/grapher/fertility-and-wanted-fertility,No,2023,1960,,True,,No,64,Yes
914,fertility-vs-wanted-fertility,Total fertility rate vs. wanted fertility rate,https://ourworldindata.org/grapher/fertility-vs-wanted-fertility,No,2023,1960,,False,,No,64,Yes
920,gdp-vs-manufacturing-employment,Share of employment in industry vs. GDP per capita,https://ourworldindata.org/grapher/gdp-vs-manufacturing-employment,No,2015,1801,,False,,No,173,Yes
923,gdp-vs-manufacturing-gdp,Industry as a share of GDP vs. GDP per capita,https://ourworldindata.org/grapher/gdp-vs-manufacturing-gdp,No,2023,0,,True,,No,789,Yes
924,gdp-vs-agriculture-gdp,Agriculture as a share of GDP vs. GDP per capita,https://ourworldindata.org/grapher/gdp-vs-agriculture-gdp,No,2023,0,,True,,No,789,Yes
925,gdp-vs-services-gdp,Share of services as a share of GDP vs. GDP per capita,https://ourworldindata.org/grapher/gdp-vs-services-gdp,No,2023,0,,True,,No,789,Yes
926,gdp-vs-agriculture-employment,Share of workers employed in agriculture vs. GDP per capita,https://ourworldindata.org/grapher/gdp-vs-agriculture-employment,No,2023,0,,True,,No,789,Yes
927,gdp-vs-services-employment,Share of workers employed in services vs. GDP per capita,https://ourworldindata.org/grapher/gdp-vs-services-employment,No,2023,0,,True,,No,789,Yes
928,mean-body-mass-index-bmi-in-adult-women,Mean body mass index (BMI) in women,https://ourworldindata.org/grapher/mean-body-mass-index-bmi-in-adult-women?tab=map,Yes,2016,1975,map,True,,No,42,Yes
929,mean-body-mass-index-bmi-in-adult-males,Mean body mass index (BMI) in men,https://ourworldindata.org/grapher/mean-body-mass-index-bmi-in-adult-males?tab=map,Yes,2016,1975,map,True,,No,42,Yes
930,share-of-adult-men-overweight-or-obese-vs-daily-supply-of-calories,Share of adult men overweight or obese vs. daily supply of calories,https://ourworldindata.org/grapher/share-of-adult-men-overweight-or-obese-vs-daily-supply-of-calories,No,2023,1274,,True,,No,145,Yes
932,fertility-vs-child-mortality,Fertility rate vs. child mortality,https://ourworldindata.org/grapher/fertility-vs-child-mortality,No,2023,0,,True,,No,255,Yes
933,prevalence-of-anemia-in-women-of-reproductive-age-aged-15-29,Share of women of reproductive age who have anemia,https://ourworldindata.org/grapher/prevalence-of-anemia-in-women-of-reproductive-age-aged-15-29?tab=map,Yes,2023,2000,,True,,No,24,Yes
935,arable-land-use-per-person,Arable land use per person,https://ourworldindata.org/grapher/arable-land-use-per-person?tab=map,Yes,2021,1961,,True,,No,61,Yes
936,hidden-hunger-index-vs-gdp-per-capita,Hidden Hunger Index vs. GDP per capita,https://ourworldindata.org/grapher/hidden-hunger-index-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
937,prevalence-of-anemia-in-women-of-reproductive-age-vs-gdp-per-capita,Share of women of reproductive age who have anemia vs. GDP per capita,https://ourworldindata.org/grapher/prevalence-of-anemia-in-women-of-reproductive-age-vs-gdp-per-capita,No,2024,1990,,True,,No,35,Yes
938,share-of-global-habitable-land-needed-for-agriculture-if-everyone-had-the-diet-of,Share of global habitable land needed for agriculture if everyone had the diet of...,https://ourworldindata.org/grapher/share-of-global-habitable-land-needed-for-agriculture-if-everyone-had-the-diet-of?tab=map,Yes,2011,2011,map,True,,Yes,1,Yes
939,dietary-land-use-vs-beef-consumption,Dietary land use vs. beef consumption,https://ourworldindata.org/grapher/dietary-land-use-vs-beef-consumption,No,2023,0,,True,,No,255,Yes
945,land-use-vs-yield-change-in-cereal-production,Land use vs. yield change in cereal production,https://ourworldindata.org/grapher/land-use-vs-yield-change-in-cereal-production,No,2023,0,,True,,No,255,Yes
946,share-of-urban-population-living-in-slums,Share of the urban population living in slums,https://ourworldindata.org/grapher/share-of-urban-population-living-in-slums?tab=map,Yes,2024,1999,map,True,,No,26,Yes
947,obesity-in-men-vs-obesity-in-women,Obesity in men vs. women,https://ourworldindata.org/grapher/obesity-in-men-vs-obesity-in-women,No,2023,1990,,True,,No,34,Yes
948,the-maternal-mortality-ratio-in-1985-and-2020,The maternal mortality ratio in 1985 and 2020,https://ourworldindata.org/grapher/the-maternal-mortality-ratio-in-1985-and-2020,No,2023,1985,,True,,No,255,Yes
949,cereal-land-spared,Global land spared as a result of cereal yield improvements,https://ourworldindata.org/grapher/cereal-land-spared,No,2023,1961,,True,,No,63,Yes
951,global-agricultural-land-use-by-major-crop-type,Global agricultural land use by major crop type,https://ourworldindata.org/grapher/global-agricultural-land-use-by-major-crop-type,No,2023,1961,,True,crop type,No,63,Yes
952,child-mortality-around-the-world,Child mortality rate,https://ourworldindata.org/grapher/child-mortality-around-the-world?tab=map,Yes,2023,1950,map,True,,No,74,Yes
958,fao-projections-of-arable-land-to-2050,FAO projections of arable land,https://ourworldindata.org/grapher/fao-projections-of-arable-land-to-2050,No,2050,1961,,True,,No,57,Yes
960,child-mortality-by-sex,Child mortality by sex,https://ourworldindata.org/grapher/child-mortality-by-sex,No,2023,0,,True,,No,255,Yes
961,child-mortality-line-chart-by-sex,Child mortality rate by sex,https://ourworldindata.org/grapher/child-mortality-line-chart-by-sex,No,2023,1950,,True,,No,74,Yes
965,global-forestry-area-1958-2014,Global forest area,https://ourworldindata.org/grapher/global-forestry-area-1958-2014,No,2014,1958,,True,,No,26,Yes
970,children-sleeping-under-treated-bednet,Share of children sleeping under insecticide-treated nets,https://ourworldindata.org/grapher/children-sleeping-under-treated-bednet?tab=map,Yes,2021,1999,map,True,,No,23,Yes
971,malaria-prevalence-vs-gdp-per-capita,Share of the population with malaria vs. GDP per capita,https://ourworldindata.org/grapher/malaria-prevalence-vs-gdp-per-capita,No,2021,1990,,True,,No,32,Yes
972,food-supply-vs-life-expectancy,Food supply vs. life expectancy,https://ourworldindata.org/grapher/food-supply-vs-life-expectancy,No,2023,0,,True,,No,266,Yes
973,life-expectancy-of-women-vs-life-expectancy-of-men,Life expectancy of women vs. men,https://ourworldindata.org/grapher/life-expectancy-of-women-vs-life-expectancy-of-men,No,2023,1950,,True,,No,74,Yes
974,agricultural-area-per-capita,Agricultural land per capita,https://ourworldindata.org/grapher/agricultural-area-per-capita?tab=map,Yes,2022,1961,,True,,No,62,Yes
975,projections-for-global-peak-agricultural-land,Projections for global peak agricultural land,https://ourworldindata.org/grapher/projections-for-global-peak-agricultural-land,No,2050,1961,,True,,No,68,Yes
976,mean-versus-median-monthly-per-capita-expenditure-or-income,Mean vs. median income or consumption,https://ourworldindata.org/grapher/mean-versus-median-monthly-per-capita-expenditure-or-income,No,2025,0,,True,,No,257,Yes
979,dietary-land-use-vs-gdp-per-capita,Dietary land use vs. GDP per capita,https://ourworldindata.org/grapher/dietary-land-use-vs-gdp-per-capita,No,2024,0,,True,,No,256,Yes
980,share-of-energy-from-cereals-roots-and-tubers-vs-gdp-per-capita,"Share of calories from cereals, roots, and tubers vs. GDP per capita",https://ourworldindata.org/grapher/share-of-energy-from-cereals-roots-and-tubers-vs-gdp-per-capita,No,2024,1990,,True,,No,35,Yes
985,land-use-over-the-long-term,Land use over the long-term,https://ourworldindata.org/grapher/land-use-over-the-long-term,No,2023,0,,True,,No,116,Yes
986,cropland-use-over-the-long-term,Cropland extent over the long-term,https://ourworldindata.org/grapher/cropland-use-over-the-long-term,No,2023,0,,True,,No,116,Yes
991,feed-required-to-produce-one-kilogram-of-meat-or-dairy-product,Feed required to produce one kilogram of meat or dairy product,https://ourworldindata.org/grapher/feed-required-to-produce-one-kilogram-of-meat-or-dairy-product,No,2013,2013,,True,product,Yes,1,Yes
992,protein-efficiency-of-meat-and-dairy-production,Protein efficiency of meat and dairy production,https://ourworldindata.org/grapher/protein-efficiency-of-meat-and-dairy-production,No,2013,2013,,True,product,Yes,1,Yes
993,energy-efficiency-of-meat-and-dairy-production,Energy efficiency of meat and dairy production,https://ourworldindata.org/grapher/energy-efficiency-of-meat-and-dairy-production,No,2013,2013,,True,product,Yes,1,Yes
998,real-commodity-price-index-metals,"Real commodity price index, metals",https://ourworldindata.org/grapher/real-commodity-price-index-metals,No,2020,1850,,True,metal,No,171,Yes
1000,capture-fishery-production,Capture fishery production,https://ourworldindata.org/grapher/capture-fishery-production?tab=map,Yes,2022,1960,,True,,No,63,Yes
1005,population-density-vs-prosperity,Population density vs. GDP per capita,https://ourworldindata.org/grapher/population-density-vs-prosperity,No,2100,0,,True,,No,331,Yes
1006,world-population-projections-by-un-prospects-revision,"World population, comparison of UN projections",https://ourworldindata.org/grapher/world-population-projections-by-un-prospects-revision,No,2050,1950,,True,UN Revision,No,24,Yes
1009,englands-economy-over-the-long-run-gdp-per-capita-vs-population,England's economy over the long run: GDP per capita vs. population,https://ourworldindata.org/grapher/englands-economy-over-the-long-run-gdp-per-capita-vs-population,No,2016,1086,,True,,No,931,Yes
1010,output-of-key-industries-in-england,Output of key industries in the United Kingdom,https://ourworldindata.org/grapher/output-of-key-industries-in-england,No,1870,1270,,True,,No,601,Yes
1012,meat-production-tonnes,Meat production,https://ourworldindata.org/grapher/meat-production-tonnes?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1013,global-meat-production-by-livestock-type,Meat production by livestock type,https://ourworldindata.org/grapher/global-meat-production-by-livestock-type,No,2023,1961,,True,,No,63,Yes
1014,beef-and-buffalo-meat-production-tonnes,Beef production,https://ourworldindata.org/grapher/beef-and-buffalo-meat-production-tonnes?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1015,poultry-production-tonnes,Poultry production,https://ourworldindata.org/grapher/poultry-production-tonnes?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1016,pigmeat-production-tonnes,Pig meat production,https://ourworldindata.org/grapher/pigmeat-production-tonnes?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1017,milk-production-tonnes,Milk production,https://ourworldindata.org/grapher/milk-production-tonnes?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1018,cattle-livestock-count-heads,Number of cattle,https://ourworldindata.org/grapher/cattle-livestock-count-heads?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1019,poultry-livestock-count,Number of poultry birds,https://ourworldindata.org/grapher/poultry-livestock-count?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1020,pig-livestock-count-heads,Number of pigs,https://ourworldindata.org/grapher/pig-livestock-count-heads?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1022,milk-yields-per-animal,Milk per animal,https://ourworldindata.org/grapher/milk-yields-per-animal?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1023,poultry-yields-meat-per-animal,Poultry meat per animal,https://ourworldindata.org/grapher/poultry-yields-meat-per-animal?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1024,pig-yields-meat-per-animal-in-hectograms-100-grams,Pig meat per animal,https://ourworldindata.org/grapher/pig-yields-meat-per-animal-in-hectograms-100-grams?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1025,cattle-meat-yields-hectograms-100-grams-per-animal,Cattle meat per animal,https://ourworldindata.org/grapher/cattle-meat-yields-hectograms-100-grams-per-animal?tab=map,Yes,2023,1961,map,True,,No,63,Yes
1027,cereal-distribution-to-uses,"Cereals allocated to food, animal feed and fuel",https://ourworldindata.org/grapher/cereal-distribution-to-uses,No,2022,1961,,True,,No,62,Yes
1029,seafood-and-fish-production-thousand-tonnes,Seafood and fish production,https://ourworldindata.org/grapher/seafood-and-fish-production-thousand-tonnes,No,2022,1961,,True,,No,62,Yes
